target_id	length	eff_length	Asue_5	Asue_5_tpm
AsAa_g13537	2217	2020.23	29.6225	0.245644
AsAt_g14343	1824	1627.23	1.16667	0.0120111
AsAt_g13302	1140	943.232	53	0.941331
AsAt_g18954	738	541.454	160	4.95044
AsAt_g863	333	144.057	6	0.697754
AsAa_g8657	690	493.506	21	0.712873
AsAt_g15221	300	115.456	9	1.30591
AsAa_g6623	1344	1147.23	0	0
AsAt_g20278	990	793.248	93	1.96408
AsAt_g15045	915	718.263	17	0.396507
AsAa_g1166	798	601.385	0	0
AsAa_g7069	1686	1489.23	203.943	2.29421
AsAa_g17265	882	685.318	35.8078	0.875326
AsAt_g14568	348	157.61	2	0.212584
AsAt_g19444	1023	826.232	110.553	2.24157
AsAt_g924	555	358.816	0	0
AsAa_g3129	1383	1186.23	88	1.24279
AsAa_g16660	1017	820.232	391	7.98593
AsAt_g15323	1344	1147.23	53.5822	0.782446
AsAt_g9018	870	673.359	45	1.11957
AsAt_g15950	795	598.385	0	0
AsAt_g17269	1011	814.232	1	0.0205749
AsAa_g2543	444	248.872	0	0
AsAa_g20383	501	305.107	4	0.219631
AsAt_g1123	1164	967.232	0	0
AsAt_g7449	687	490.506	17	0.580617
AsAt_g15230	864	667.359	778.14	19.5337
AsAa_g2445	1185	988.232	16	0.271235
AsAa_g4072	1032	835.232	15.4167	0.309221
AsAt_g12519	2547	2350.23	165.421	1.17914
AsAa_g16443	945	748.248	8	0.179114
AsAa_g9627	969	772.248	467.87	10.1497
AsAt_g16637	1095	898.232	124	2.31269
AsAt_g10545	837	640.373	7	0.183126
AsAt_g17576	336	146.768	0	0
AsAa_g7137	648	451.571	10	0.370988
AsAt_g659	687	490.506	17	0.580617
AsAa_g12737	342	152.113	74	8.14985
AsAt_g2928	786	589.397	164.835	4.68518
AsAa_g17941	555	358.816	303.609	14.1751
AsAt_g18216	2268	2071.23	70.649	0.571429
AsAa_g14089_AsAa_g14092	1191	994.232	0	0
AsAa_g19822	1425	1228.23	57	0.777463
AsAa_g20397	237	67.5017	0	0
AsAa_g19416	804	607.373	0	0
AsAa_g15570	213	52.66	0	0
AsAt_g379	2373	2176.23	167	1.28557
AsAa_g2782	1491	1294.23	11	0.142385
AsAa_g16777	477	281.329	0	0
AsAa_g19013	2079	1882.23	53.3926	0.475218
AsAa_g22745	1638	1441.23	182	2.11555
AsAa_g2914	498	302.125	0	0
AsAt_g11226	3759	3562.23	773.035	3.63548
AsAa_g16805	549	352.845	0	0
AsAt_g7477	1170	973.232	1185.76	20.4111
AsAa_g5541	2268	2071.23	0	0
AsAt_g21913	2127	1930.23	0	0
AsAt_g17781	1371	1174.23	105.549	1.50586
AsAa_g1961	687	490.506	0	0
AsAa_g10070	474	278.38	0	0
AsAa_g11679	579	382.735	182.741	7.99878
AsAa_g15151	1695	1498.23	41.2823	0.461605
AsAt_g6470	1188	991.232	65	1.09856
AsAa_g4344	714	517.475	1	0.0323739
AsAt_g19163	1989	1792.23	0	0
AsAt_g6399	369	176.988	95	8.99218
AsAt_g12438	1428	1231.23	40	0.544259
AsAa_g3845	897	700.263	9	0.215311
AsAa_g14703	1908	1711.23	261.861	2.56358
AsAt_g18422	6627	6430.23	3802.11	9.90567
AsAt_g8130	1707	1510.23	154.332	1.71198
AsAt_g7648	3009	2812.23	441.919	2.63255
AsAt_g13627	1086	889.232	296.412	5.58426
AsAt_g12137	1260	1063.23	51.8654	0.817212
AsAt_g11917	228	61.611	53.226	14.4727
AsAa_g20603	2025	1828.23	11	0.100797
AsAt_g6701	918	721.263	1	0.0232269
AsAa_g10923	222	57.9919	5	1.4444
AsAa_g21751	1161	964.232	372.946	6.47961
AsAt_g12152	1422	1225.23	49.8297	0.681327
AsAt_g18389	204	47.4651	0	0
AsAa_g8178	987	790.248	33	0.699577
AsAa_g19334	3834	3637.23	57.4787	0.264741
AsAa_g2719	1395	1198.23	136	1.90144
AsAa_g22952	750	553.454	217.705	6.58979
AsAt_g15499	675	478.515	1142.54	40.0002
AsAa_g21757	480	284.295	14	0.824981
AsAt_g4713	1356	1159.23	154.984	2.23976
AsAt_g21754	624	427.632	2	0.0783511
AsAa_g17281	1749	1552.23	116.297	1.25516
AsAa_g1624	684	487.506	173.518	5.96279
AsAt_g357	2121	1924.23	88.9951	0.774807
AsAt_g21276	306	120.503	385.803	53.6355
AsAt_g22092	996	799.248	31	0.649778
AsAt_g5416	1083	886.232	56.3458	1.06512
AsAa_g15847	1269	1072.23	1043.63	16.3058
AsAa_g12869	792	595.397	0	0
AsAa_g10194	1551	1354.23	105	1.29892
AsAa_g2047	3039	2842.23	286.684	1.68978
AsAt_g14937	2421	2224.23	75.8829	0.571543
AsAt_g21097	1134	937.232	152.306	2.72242
AsAa_g6357	480	284.295	54.5743	3.21591
AsAt_g10449	705	508.496	16	0.52713
AsAt_g8793	477	281.329	8	0.476388
AsAa_g18023	711	514.475	39.1001	1.27321
AsAa_g10977	1296	1099.23	150	2.28606
AsAt_g17195	1122	925.232	44	0.796686
AsAa_g20016	537	340.887	59.5833	2.92819
AsAa_g1149	2172	1975.23	71	0.602179
AsAt_g18899	600	403.681	58.375	2.42256
AsAt_g6513	306	120.503	0	0
AsAt_g12362	1203	1006.23	166	2.76373
AsAt_g20014	1929	1732.23	105.35	1.01886
AsAa_g15448	663	466.525	1	0.0359096
AsAa_g1486	1014	817.232	490.191	10.0486
AsAa_g18794	345	154.854	3	0.324551
AsAt_g14683	909	712.263	50	1.17602
AsAa_g1192	2388	2191.23	275.69	2.10774
AsAa_g15644	1068	871.232	80	1.5383
AsAa_g13654	582	385.712	66.56	2.89091
AsAa_g4776	1410	1213.23	218	3.01022
AsAt_g4509	933	736.263	3	0.0682611
AsAa_g9318	882	685.318	0	0
AsAt_g20929	1107	910.232	0	0
AsAt_g1319	2313	2116.23	4610.58	36.4987
AsAt_g8812	1053	856.232	2	0.0391313
AsAt_g11324	1608	1411.23	32	0.379872
AsAt_g534	468	272.479	0	0
AsAt_g2764	2934	2737.23	118	0.722197
AsAa_g2416	771	574.408	159	4.63726
AsAa_g1728	279	98.0492	0	0
AsAa_g14649	1056	859.232	104.374	2.03502
AsAa_g1656	2109	1912.23	259.469	2.27316
AsAa_g8202	1734	1537.23	178.664	1.94708
AsAt_g18727	2871	2674.23	194.944	1.22123
AsAa_g21587	303	117.993	95	13.4881
AsAa_g11860	2646	2449.23	84.4252	0.577467
AsAt_g17660	612	415.64	52	2.0959
AsAt_g3147	1653	1456.23	313.219	3.60332
AsAa_g9171	1278	1081.23	48.597	0.752967
AsAt_g4672	501	305.107	674.02	37.0089
AsAa_g16097	666	469.525	568.678	20.2905
AsAt_g3024	1617	1420.23	39	0.460035
AsAa_g17556	1458	1261.23	1	0.0132828
AsAt_g13212	1410	1213.23	275	3.79729
AsAa_g11272	1239	1042.23	0	0
AsAt_g6599	819	622.373	64	1.72272
AsAt_g15311	1599	1402.23	0	0
AsAt_g266	534	337.9	0	0
AsAa_g4371	414	219.772	0	0
AsAt_g18662	900	703.263	0	0
AsAa_g17213	1710	1513.23	947.574	10.4904
AsAa_g12974	762	565.454	1	0.029627
AsAa_g11262	1743	1546.23	0	0
AsAa_g5815	1719	1522.23	2	0.0220107
AsAa_g8335	2025	1828.23	74	0.678087
AsAt_g18995	702	505.496	20	0.662823
AsAa_g7663	243	71.5221	0	0
AsAt_g5625	1233	1036.23	1	0.016167
AsAt_g18297	2724	2527.23	119	0.788837
AsAt_g13156	273	93.4045	5	0.896783
AsAt_g20486	1359	1162.23	66.4138	0.957306
AsAt_g9930	882	685.318	15	0.366677
AsAa_g21575	2586	2389.23	44	0.308517
AsAa_g9459	1518	1321.23	66	0.836855
AsAa_g1271	1095	898.232	144.145	2.68842
AsAt_g13514	3243	3046.23	232	1.27588
AsAt_g15359	369	176.988	169	15.9966
AsAt_g1536	984	787.248	1292.19	27.498
AsAa_g4190	3435	3238.23	287.217	1.48589
AsAt_g22124	873	676.359	2	0.0495379
AsAa_g11160	3018	2821.23	99	0.58787
AsAt_g8237	5112	4915.23	338.466	1.1536
AsAa_g20908	849	652.373	12	0.308156
AsAa_g412	1092	895.232	72	1.34736
AsAa_g3578	4878	4681.23	556.108	1.99014
AsAt_g12791	1164	967.232	26	0.450327
AsAa_g23107	1680	1483.23	103	1.16336
AsAt_g12599	321	133.456	22.1605	2.7818
AsAt_g8510	828	631.373	95.7405	2.54036
AsAa_g838	219	56.1555	0	0
AsAt_g17604	1485	1288.23	31	0.403137
AsAa_g6186	1518	1321.23	3.52688	0.0447195
AsAa_g4282	1635	1438.23	294	3.42455
AsAa_g4881	1689	1492.23	232.538	2.61061
