gene	Targeting	plantID	dipRatio	tetRatio
AUR62005441_AUR62024300	Not-organelle-targeted	Plant2	0.297582990247968	0.241725519924636
AUR62005441_AUR62024300	Not-organelle-targeted	Plant3	0.532418949832147	0.665383008775384
AUR62005441_AUR62024300	Not-organelle-targeted	Plant4	0.335863479368398	0.813031771844846
AUR62005441_AUR62024300	Not-organelle-targeted	Plant5	0.32150003597635	0.448306117440568
AUR62018365_AUR62030297	Not-organelle-targeted	Plant2	1.08907855171795	0.863983849739652
AUR62018365_AUR62030297	Not-organelle-targeted	Plant3	1.0391712703348	0.577328601946937
AUR62018365_AUR62030297	Not-organelle-targeted	Plant4	1.11119823847651	0.530354107291093
AUR62018365_AUR62030297	Not-organelle-targeted	Plant5	1.13589950333316	0.845382635491896
AUR62000374_AUR62006729	Not-organelle-targeted	Plant2	1.3834057797213	1.30554690683679
AUR62000374_AUR62006729	Not-organelle-targeted	Plant3	1.4655401641996	1.18795929313523
AUR62000374_AUR62006729	Not-organelle-targeted	Plant4	1.41758700074926	1.28152136520272
AUR62000374_AUR62006729	Not-organelle-targeted	Plant5	1.43524116645402	1.24700313399283
AUR62029423_AUR62003418	Not-organelle-targeted	Plant2	1.14914663652356	0.991146625228476
AUR62029423_AUR62003418	Not-organelle-targeted	Plant3	1.13843581524323	0.984702902046027
AUR62029423_AUR62003418	Not-organelle-targeted	Plant4	1.12266405329207	0.969611669981311
AUR62029423_AUR62003418	Not-organelle-targeted	Plant5	1.13557622070191	0.971075300951918
AUR62030954_AUR62008201	Not-organelle-targeted	Plant2	0.761886968305997	0.851966524147107
AUR62030954_AUR62008201	Not-organelle-targeted	Plant3	0.743715525349686	0.949672911946922
AUR62030954_AUR62008201	Not-organelle-targeted	Plant4	0.747701373687712	0.818365915520882
AUR62030954_AUR62008201	Not-organelle-targeted	Plant5	0.716531234837982	0.798747254865656
AUR62000404_AUR62006761	Not-organelle-targeted	Plant2	1.09542180023376	0.94013806651021
AUR62000404_AUR62006761	Not-organelle-targeted	Plant3	1.17867545571268	0.93322905424755
AUR62000404_AUR62006761	Not-organelle-targeted	Plant4	1.12831667606672	0.887551221875064
AUR62000404_AUR62006761	Not-organelle-targeted	Plant5	1.16411805759604	0.849939476666115
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant2	0.923624451740256	0.284665945753103
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant3	1.00069292762783	0.397851557137825
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant4	0.911457403890921	0.430535999361607
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant5	0.952769716184288	0.447961222625755
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant2	0.633973372375156	1.38144743159352
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant3	0.801476688382296	1.44717270867276
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant4	0.763453908466046	1.356067720401
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant5	0.919293935374064	1.40079272335602
AUR62030626_AUR62024918	Not-organelle-targeted	Plant2	0.987056638427556	0.931313992141055
AUR62030626_AUR62024918	Not-organelle-targeted	Plant3	0.95124252956665	0.917430739298701
AUR62030626_AUR62024918	Not-organelle-targeted	Plant4	0.990813059896092	0.938068938383991
AUR62030626_AUR62024918	Not-organelle-targeted	Plant5	0.964347253104253	0.960178594199869
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant2	1.07171751072086	1.06489734936938
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant3	1.11563821458163	1.05993187853047
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant4	1.09047454937214	1.08468691847249
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant5	1.09823988863308	1.07004354769653
AUR62033913_AUR62041915	Not-organelle-targeted	Plant2	0.957937680809664	0.943770019523337
AUR62033913_AUR62041915	Not-organelle-targeted	Plant3	0.969731930351032	0.897206185750743
AUR62033913_AUR62041915	Not-organelle-targeted	Plant4	0.987584910085529	0.934103254522029
AUR62033913_AUR62041915	Not-organelle-targeted	Plant5	1.01309371431687	0.927523588174823
AUR62038379_AUR62040947	Not-organelle-targeted	Plant2	1.32633002073094	1.04599827119313
AUR62038379_AUR62040947	Not-organelle-targeted	Plant3	1.33933653771355	1.01837083282066
AUR62038379_AUR62040947	Not-organelle-targeted	Plant4	1.18433900585884	1.05317305632717
AUR62038379_AUR62040947	Not-organelle-targeted	Plant5	1.25314215607952	1.02449205068168
AUR62029271_AUR62041148	Not-organelle-targeted	Plant2	0.928393144261535	0.873529888806907
AUR62029271_AUR62041148	Not-organelle-targeted	Plant3	0.928238687913677	0.819355121153218
AUR62029271_AUR62041148	Not-organelle-targeted	Plant4	0.983934304584749	0.824290461465185
AUR62029271_AUR62041148	Not-organelle-targeted	Plant5	1.06622901067812	0.756175515974655
AUR62012537_AUR62014657	Not-organelle-targeted	Plant2	1.07127965863025	0.91441651060843
AUR62012537_AUR62014657	Not-organelle-targeted	Plant3	0.963594301515083	0.932622319226538
AUR62012537_AUR62014657	Not-organelle-targeted	Plant4	0.985800060863604	0.919888402267666
AUR62012537_AUR62014657	Not-organelle-targeted	Plant5	0.930576326042905	0.963309324904279
AUR62042896_AUR62039019	Not-organelle-targeted	Plant2	1.02130928964562	0.991910041940771
AUR62042896_AUR62039019	Not-organelle-targeted	Plant3	0.999526620381007	1.00452747186599
AUR62042896_AUR62039019	Not-organelle-targeted	Plant4	1.03946243285496	1.00959174968544
AUR62042896_AUR62039019	Not-organelle-targeted	Plant5	1.02515551463911	1.01967828162853
AUR62005443_AUR62024298	Not-organelle-targeted	Plant2	1.00674054452308	0.900231332045894
AUR62005443_AUR62024298	Not-organelle-targeted	Plant3	0.982266734805893	0.888230174922261
AUR62005443_AUR62024298	Not-organelle-targeted	Plant4	0.992938603813281	0.925033251370696
AUR62005443_AUR62024298	Not-organelle-targeted	Plant5	0.979272861197027	0.961497251222142
AUR62005605_AUR62024124	Not-organelle-targeted	Plant2	1.16009821264228	1.01077304665748
AUR62005605_AUR62024124	Not-organelle-targeted	Plant3	1.14332184819617	0.993044377977199
AUR62005605_AUR62024124	Not-organelle-targeted	Plant4	1.06032540564606	0.970023278887086
AUR62005605_AUR62024124	Not-organelle-targeted	Plant5	1.09669061338138	0.994318226876227
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant2	1.20823937494236	0.949688450536747
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant3	1.19491187816135	0.97395958035114
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant4	1.11858501703052	0.969595261279639
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant5	1.15868917622351	0.946341363837817
AUR62031737_AUR62032622	Not-organelle-targeted	Plant2	1.31940793171567	2.26323302753821
AUR62031737_AUR62032622	Not-organelle-targeted	Plant3	1.3124192162668	2.65788797546811
AUR62031737_AUR62032622	Not-organelle-targeted	Plant4	1.257489920679	2.63249455896185
AUR62031737_AUR62032622	Not-organelle-targeted	Plant5	1.36796293945409	1.7983100945765
AUR62010377_AUR62016841	Not-organelle-targeted	Plant2	0.980312062267245	1.05189904025091
AUR62010377_AUR62016841	Not-organelle-targeted	Plant3	0.981460128580478	1.02365138163845
AUR62010377_AUR62016841	Not-organelle-targeted	Plant4	0.96968124362984	1.02291566763685
AUR62010377_AUR62016841	Not-organelle-targeted	Plant5	0.985631155763759	1.02098317081121
AUR62010463_AUR62030445	Not-organelle-targeted	Plant2	0.759576022915728	0.999329753370163
AUR62010463_AUR62030445	Not-organelle-targeted	Plant3	0.893613736599731	0.970071384600061
